L7	IL7	IL41	IL46	IL59	IL65	IL68	IL77	IL139	IL148	IL157	IL159	IL167	IL170	IL174	IL181	IL184	IL185	IL186	IL10	IL24	IL42	IL48	IL54	IL62	IL70	IL72	IL81	IL84	IL85	IL92	IL94	IL96	IL98	IL111	IL112	IL114	IL143	IL144	IL146	IL151	IL162	IL187	IL188	IL5	IL6	IL30	IL36	IL39	IL51	IL53	IL69	IL82	IL93	IL103	IL105	IL122	IL126	IL128	IL129	IL134	IL149	IL154	IL164	IL168	IL177	IL178	IL179	IL180	IL189	IL15	IL21	IL28	IL33	IL50	IL56	IL74	IL88	IL107	IL117	IL131	IL132	IL135	IL137	IL138	IL150	IL152	IL155	IL161	IL173	IL3	IL16	IL19	IL26	IL31	IL32	IL55	IL60	IL64	IL66	IL67	IL76	IL83	IL87	IL95	IL99	IL110	IL119	IL136	IL141	IL166	IL175	IL176	IL182	IL8	IL13	IL20	IL27	IL34	IL47	IL57	IL58	IL61	IL71	IL86	IL100	IL106	IL108	IL109	IL113	IL115	IL118	IL120	IL125	IL130	IL133	IL142	IL158	IL165	IL172	IL11	IL12	IL22	IL29	IL45	IL52	IL80	IL89	IL101	IL123	IL147	IL153	IL156	IL160	IL163	IL171	IL183	IL190	IL2	IL9	IL14	IL17	IL18	IL23	IL35	IL37	IL38	IL40	IL43	IL44	IL63	IL75	IL78	IL79	IL90	IL91	IL102	IL104	IL116	IL124	IL127	IL140	IL4	IL49	IL73	IL97	IL121	IL145	IL169
Saccharimonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09267	0	5.06857	0	0	0	0	5.4425	5.36209	0	4.33958	0	4.47208	7.88486	0	0	0	6.04714	6.25423	6.07625	5.90529	8.05754	5.22636	6.21645	5.21172	9.27095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3475	9.0081	0	5.2864	5.55667	5.58778	6.68	8.50667	6.2825	0	4.00889	0	7.36429	5.11067	6.97125	0	6.6276	6.44333	7.36	0	0	6.03056	6.55318	16.4306	27.1538	7.43074	9.31619	7.91182	17.3432	16.7171	24.0753	7.30061	6.90261	14.0208	21.1568	13.9914	27.5619	16.0829	18.5924	10.1933	26.6674	23.4191	7.17333	11.2599	0	18.2717	26.6488	7.63826	7.91889	10.2742	4.71333	0	8.14244	11.2588	0	8.77038	10.1469	14.4886	10.678	11.2156	8.57571	11.2792	6.16667	9.994	12.9898	6.32724	7.34	0	6.91167	7.27429	7.25241	0	0	0	6.37739	5.00667	7.24733	6.72	9.36621	4.84917	6.48667	5.06577	7.2156	5.99417	8.88219	6.16719	0	0	12.5318	0	0	0	0	0	0	0	0	0
Blautia_A sp003477525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9696	5.75395	0	0	0	6.66466	0	50.7199	11.1188	0	22.977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptobacterium curtum	1.72	3.14286	0	0	3.92718	2.23238	2.56038	4.30422	3.77471	0	0	2.62826	6.53567	3.97812	4.20604	5.72476	4.86239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40545	0	0	0	3.01333	0	0	0	0	0	0	0	2.90333	4.302	2.37	0	0	2.287	0	0	0	3.33333	0	0	0	2.61421	0	0	2.83619	3.66138	0	4.24225	3.7175	4.04	2.87538	4.80962	2.28643	3.036	2.965	2.9571	3.80708	3.26727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanosyncoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.76591	0	8.47105	0	6.23462	6.51875	0	11.3811	9.33048	6.11524	5.27421	5.50524	6.8829	15.817	0	0	0	10.2938	9.92048	16.2765	7.55929	16.3861	8.57594	12.17	11.0978	27.3391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.40789	6.666	0	4.49778	0	0	6.61522	0	4.41429	0	0	0	6.10909	4.30583	4.12583	0	3.35455	0	6.07857	0	0	3.68636	5.74	15.3798	32.7	7.76692	7.78457	8.28091	13.455	11.713	21.1564	12.18	5.90091	15.8086	11.9374	13.9078	14.8543	12.9454	11.7824	0	14.2894	12.4898	9.69306	12.6204	0	17.105	14.2385	9.436	7.49848	0	0	0	5.15313	6.98533	0	4.488	5.89091	7.88222	7.19556	5.8516	7.40222	0	4.37562	6.15583	5.06696	4.62	0	0	11.054	9.40833	9.495	0	0	0	10.7464	0	9.65563	0	13.5907	0	7.31455	9.24312	7.90571	0	8.94235	6.97313	0	0	8.87556	0	0	0	0	0	0	0	0	0
Faecousia sp003525905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.21731	0	0	0	9.62304	0	0	2.17826	0	0	0	3.01606	5.18846	0	0	0	0	0	0	0	2.74462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lancefieldella rimae	20.0364	46.6516	0	7.18658	39.2987	9.77736	180.507	117.288	134.762	7.70154	16.7986	61.5517	198.831	54.4166	46.1648	190.326	61.5836	6.9038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09582	2.24923	7.43108	0	3.95735	3.32302	2.34	13.9282	14.3692	5.06565	7.07	5.67305	13.8777	12.3048	0	0	3.1108	13.7582	18.9171	13.0642	10.9537	21.9423	8.71419	14.3755	8.54787	23.0332	7.77711	12.8524	31.2116	4.89095	0	9.95817	0	18.8736	0	0	3.84412	5.01523	0	4.30857	4.39545	5.97623	13.3302	7.05829	0	13.9039	6.74277	19.3301	5.63458	3.76786	6.21086	5.7202	5.97821	5.36192	5.78554	5.96435	6.03786	6.26831	6.30215	7.3307	4.194	5.85746	0	5.73056	6.18978	6.66708	0	0	5.90684	6.38048	11.8969	23.098	7.71011	7.58	7.71458	21.7256	10.76	26.2582	28.1419	7.70521	10.0015	21.6672	10.4331	26.4619	44.2039	30.1918	7.01983	11.8757	19.2363	10.5409	16.6849	7.32754	19.5605	11.3739	8.09469	7.89745	14.4124	4.65884	0	10.401	20.3606	4.77375	19.0148	12.0803	21.3303	8.15159	30.8804	12.8196	21.2711	7.84047	10.8547	17.9739	12.8483	7.81608	3.60037	6.96057	7.76	9.53717	3.4181	3.35833	0	7.64647	5.16714	8.611	7.41122	14.0824	4.77328	5.00875	8.045	8.32326	3.9854	8.12023	8.67195	0	6.78412	16.0095	2.97167	0	0	0	0	0	0	0	0
Granulicatella	8.63472	22.0567	0	7.74063	30.5172	12.2071	25.1803	48.2744	19.0497	8.6004	14.7403	33.19	52.4758	18.5076	24.5441	70.4111	46.0775	6.00429	7.67106	9.4912	0	26.869	54.3715	84.3544	20.361	82.1016	22.6302	68.4525	49.1972	15.8693	11.9386	37.4083	0	84.2586	8.90988	23.1834	27.2099	46.6355	92.7344	21.4395	7.88027	0	15.3967	32.2828	0	214.134	0	8.25769	7.09528	6.53857	275.149	51.6443	24.6374	27.7834	11.775	28.3848	65.0459	0	0	6.64206	91.7006	152.584	195.569	73.0209	359.796	74.8691	189.412	132.65	192.947	0	69.881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.6941	709.626	252.31	13.9481	29.0371	84.6865	23.0183	60.7339	31.4454	71.7935	9.09542	47.3997	54.2599	108.284	20.4962	37.169	0	25.3526	25.832	113.276	22.4336	3.96462	64.4787	156.022	50.7564	83.9588	8.9108	6.57732	9.40373	51.7238	80.3729	47.9391	106.142	9.99436	45.3349	58.1521	45.4947	44.8632	29.1764	55.3007	1.623	41.2771	84.3998	23.2447	64.5436	0	25.0645	25.1727	26.0698	18.6367	61.5628	9.702	0	56.2925	126.931	6.97562	74.1906	139.723	142.691	56.1925	58.3391	62.9541	133.263	87.2097	177.001	54.8513	132.893	33.0125	4.83455	25.9474	23.4103	35.9633	5.81167	4.94286	0	44.6362	8.975	32.9536	39.1268	45.0686	17.1167	11.7609	47.1884	24.3494	10.8293	32.7957	50.5822	4.55357	9.33389	62.7334	4.69429	0	0	0	0	0	0	0	0
UMGS1071 sp900542375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46568	0	0	0	0	3.29583	0	6.00327	3.63244	0	7.48075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87467	0	0	0	0	0	2.065	0	0	0	4.18316	0	0	0	0	6.24095	0	0	0	3.12692	0	0	0	0	0	0	0	2.04375	0	0	0	0	0	0	2.3875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ga0077554	0	0	0	0	0	3.13111	3.64267	0	2.74111	0	0	0	0	0	0	0	0	0	2.13889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.849	0	2.02636	0	2.79526	0	0	3.28733	2.44714	0	0	0	0	1.77133	1.58714	0	2.42909	0	0	0	0	3.75357	0	0	0	0	0	0	0	0	2.249	0	0	0	2.139	0	0	0	2.245	1.89733	0	0	0	3.42818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36667	2.39333	0	0	0	0	0	0	0	0	0	0	3.19818	0	0	0	0	0	0	0	0	0	2.66667	0	0	0	0	0	0	0
Faecalibacterium sp900539945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9812	3.04538	0	0	19.5	0	0	4.91556	0	0	0	3.75556	27.435	0	0	0	0	0	0	0	15.3011	0	2.81462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.6627	5.09471	0	0	0	5.411	0	844.825	79.9838	0	42.8362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.944	5.92846	0	0	10.4282	0	6.47111	0	0	0	0	0	60.5076	0	0	0	0	0	0	44.8928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Floricoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23769	0	0	0	6.99053	0	2.892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pauljensenia	121.722	227.96	0	47.8847	324.024	122.586	132.369	1110.21	130.068	28.6299	217.489	670.087	328.657	114.821	122.933	330.373	645.207	31.9165	6.48706	57.6383	0	174.652	259.75	187.964	66.9134	227.58	249.011	355.449	411.953	84.151	137.431	381.742	6.08471	501.27	64.0815	250.694	11.4479	518.893	527.249	68.4057	11.6149	4.08455	48.4678	18.7816	4.89133	9.46581	0	6.62411	6.42764	6.21467	37.4196	43.2523	42.7581	15.6315	11.1258	27.2883	156.452	3.4783	0	6.47504	105.026	71.0295	67.9509	37.2726	60.3727	30.0707	23.0938	14.3491	89.2586	678.795	265.088	141.575	41.5061	14.3938	180.704	0	1134.93	8.84323	5.3133	28.9479	197.61	5.31053	34.5185	90.649	177.208	62.1708	97.2	3.76476	851.838	52.4099	179.765	136.824	26.1896	55.3896	16.5292	38.8413	126.179	135.053	86.3855	18.5097	54.5834	62.4778	99.5972	40.292	114.533	2.74944	67.7236	80.4954	257.576	19.2128	4.68058	68.5594	205.671	208.581	216.993	28.6742	33.9327	22.5754	151.255	380.951	201.775	74.251	34.5077	176.694	284.71	293.711	141.866	167.687	437.209	5.906	268.394	407.707	15.2554	346.438	5.49624	155.091	138.791	89.7216	41.9373	54.8338	29.9703	7.278	159.822	49.6359	7.3838	140.634	94.9596	415.878	47.5771	212.431	65.5023	94.0971	107.488	79.9457	219.193	136.616	39.6796	23.2197	297.571	117.632	305.426	28.4364	10.7899	0	120.358	42.8274	291.516	82.8324	243.19	56.1204	32.5717	174.098	176.212	51.6113	228.439	123	7.39279	43.0182	304.649	8.04373	6.3873	0	0	0	0	0	0	0
Actinomyces	25.2549	42.625	0	9.09435	34.6535	20.7126	22.0143	135.943	16.9718	7.59	26.7041	90.1324	64.9765	23.6338	25.5257	51.1758	164.205	6.69897	8.50917	81.9536	0	106.147	63.132	88.2984	64.9662	126.83	131.155	73.073	112.03	13.09	47.7374	136.208	0	204.001	7.38805	160.56	19.8508	381.96	139.498	44.9493	16.54	0	18.5582	7.88828	2.40111	6.06345	0	3.62405	5.52567	3.78565	10.7059	17.3076	9.63414	6.95649	6.16892	15.4006	34.7617	0	0	3.8495	20.2289	19.5711	18.8176	10.1414	14.8236	11.4703	9.07855	4.52712	24.016	62.2209	141.492	55.5552	31.1613	7.3	12.4545	0	246.955	0	0	6.77727	41.5824	0	11.8874	16.1442	22.318	20.89	22.2867	0	198.629	15.6037	60.4701	110.627	11.1783	32.102	17.0185	10.1816	71.4551	66.4444	16.2953	7.57796	15.2669	18.5008	93.7577	19.7031	41.7489	0	35.768	36.0576	164.703	12.5168	4.96185	52.8463	137.543	20.6777	42.7433	4.49231	16.0077	4.08167	41.1863	65.6369	55.8164	14.83	4.66559	26.8262	44.4358	38.3808	41.4459	50.7854	75.8475	2.55111	54.7531	30.8219	6.24667	34.4263	4.80615	40.724	13.2277	11.4688	8.50825	21.8837	16.5409	6.11118	74.4123	30.3569	6.32797	48.2139	29.9255	160.286	17.7523	77.3087	21.671	27.9131	55.2308	28.0798	75.8905	47.9573	19.0498	13.2767	65.9989	33.9628	96.346	11.3712	5.43261	0	30.4461	11.3239	82.8401	18.4279	55.4835	27.708	9.305	52.277	37.8731	18.8393	62.6172	26.8223	5.15545	12.0416	81.6791	3.07061	0	0	0	0	0	0	0	0
Veillonella	115.997	159.373	0	19.3989	196.426	72.2497	83.745	322.709	44.2161	12.7524	340.312	301.599	401.212	96.0757	152.148	65.4883	221.35	18.0848	8.29232	17.587	0	104.228	168.12	157.504	41.4273	243.438	425.772	336.072	282.012	52.1927	32.9498	140.813	5.80273	391.674	22.6133	283.798	6.25213	379.958	337.857	114.786	6.578	0	27.579	29.4293	40.5103	9.66452	0	5.63566	9.18355	17.4279	149.238	252.856	50.9742	43.9132	11.855	31.299	180.496	4.8259	0	16.4796	56.112	62.375	106.632	18.9703	164.291	32.9563	12.2891	6.62421	110.477	438.781	250.117	178.762	38.8362	12.9829	52.6161	2.895	995.352	756.24	5.3566	107.828	384.707	7.09836	44.8802	38.0661	133.573	32.4397	184.769	3.9085	646.683	22.4771	126.768	234.514	239.823	78.4604	52.6498	108.029	217.153	52.0607	207.969	7.7533	26.595	27.7041	106.933	85.1128	73.0698	2.14692	53.9984	35.8782	317.7	11.1691	3.14152	140.731	324.036	179.13	123.388	35.3738	26.4489	32.0235	449.409	330.818	483.31	116.624	10.8994	140.713	405.278	249.21	106.361	140.96	259.829	18.6291	172.253	522.76	61.0405	197.412	3.11227	193.945	162.968	22.9771	22.5877	147.241	395.968	11.2485	87.8466	150.516	10.809	251.964	337.303	261.415	313.066	238.765	156.788	92.1046	139.3	294.465	181.683	264.278	86.8317	6.94056	57.9522	142.944	307.391	9.27	6.50566	0	151.041	25.0855	281.871	33.6034	557.284	34.7564	19.1026	342.324	409.749	22.6293	536.524	327.011	6.15136	27.3589	162.954	94.864	4.74121	0	0	0	0	0	0	0
Rothia	82.208	82.4721	0	24.6844	190.19	86.5598	134.861	167.143	114.495	18.6166	114.465	111.219	339.632	228.099	268.335	175.528	17.6235	10.5315	14.999	28.3309	0	324.114	305.725	43.1412	206.988	615.587	318.961	697.24	1037.11	80.121	57.606	37.9572	15.4976	752.875	134.073	362.894	135.623	422.725	384.932	14.7284	11.3755	0	13.2402	47.3033	4.01813	22.4419	0	12.1029	13.6189	3.75188	96.6474	123.744	66.1679	15.3322	16.4134	61.6897	83.2347	2.836	0	4.38182	75.1537	48.9518	409.526	35.9284	207.226	47.2631	17.7188	13.6678	391.809	647.982	48.1124	180.754	43.6259	10.9031	26.8144	0	931.945	6.19211	9.795	8.87636	103.687	6.45471	32.0129	119.694	241.187	23.1734	54.61	0	493.641	35.3898	338.183	523.072	12.3271	148.607	23.2849	48.2014	539.504	68.5505	292.113	13.4732	20.3652	20.7819	111.711	83.8396	47.2795	7.94	164.711	44.5876	385.535	52.7171	7.06341	270.561	583.488	348.202	628.421	33.0352	156.768	8.59214	538.15	316.847	544.208	33.8224	7.46	997.427	208.973	238.857	228.884	369.894	376.955	0	145.999	592.165	103.607	391.156	7.098	215.106	246.188	29.1345	22.9677	358.255	11.1098	10.8009	50.0192	818.698	30.0239	254.422	811.395	96.1553	279.024	209.342	390.684	145.677	19.0006	1160.62	84.5293	44.5169	481.791	12.4878	495.727	203.285	1559.01	15.3855	11.7628	0	92.6453	76.4141	1384.36	13.1872	896.298	128.148	23.035	427.111	703.353	63.745	716.451	327.98	8.5184	19.1537	164.765	9.26885	18.9962	0	0	0	0	0	0	0
Eubacterium_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.15	44.0222	86.3613	0	41.5764	41.3647	49.6935	44.756	12.179	0	36.6522	0	57.9504	0	30.5068	24.8717	92.0172	86.6511	0	0	0	0	22.9279	0	20.344	0	9.92915	10.5002	6.21071	92.0935	70.9863	22.4023	39.0985	16.3044	39.6938	107.592	0	0	4.55593	234.719	273.165	134.867	114.38	234.616	92.4819	44.967	27.0773	133.606	0	140.664	56.0127	0	0	20.2033	0	118.664	0	0	0	0	0	0	0	0	23.2911	0	0	88.5533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218.532	469.712	28.0979	26.253	9.60238	562.389	240.796	461.091	194.217	10.5218	145.064	110.962	229.003	156.497	239.543	155.532	3.81385	109.579	186.42	30.7517	450.666	6.0205	282.422	75.3598	64.3036	46.1544	10.831	0	0	224.401	42.079	9.45667	174.675	15.376	567.207	9.82	222.943	16.619	15.027	145.382	14.968	270.441	234.152	10.268	0	0	84.5555	61.0827	0	0	0	0	0	48.477	0	159.952	0	0	0	128.65	0	54.5273	0	0	0	250.711	0	0	0	0	0	0	0	0	0
Gemella	26.1574	120.466	0	10.9241	50.6575	17.0892	88.0135	125.599	32.9556	12.0361	29.7634	70.8384	102.366	48.8714	50.0792	82.3811	179.845	10.0552	12.2113	10.0793	0	34.8533	41.9766	200.715	28.5633	72.7972	75.3074	91.0579	108.01	11.7405	21.3903	105.811	0	104.952	9.89128	65.4502	27.2571	98.8906	95.393	173.437	28.7072	4.83611	82.6434	12.5782	4.10556	74.8037	0	8.38411	5.93582	3.99625	48.3505	19.6446	12.0044	12.0431	8.56152	16.9708	191.411	3.027	0	4.40714	23.935	52.6215	51.8214	44.5102	66.264	21.2647	50.2226	38.1693	86.0664	40.2827	84.7969	164.943	8.74927	0	16.9581	0	42.672	0	0	6.94718	12.5963	0	7.76414	7.829	10.5463	45.7706	10.1921	0	33.8135	46.835	594.955	58.6701	6.02454	50.9258	27.9116	15.9158	37.3808	18.5707	46.5059	8.35111	33.7902	39.373	25.8359	13.0345	18.4247	0	15.2281	12.2603	36.2759	15.4218	5.8043	23.3271	60.1587	46.5744	198.592	13.0761	6.82088	9.18211	121.72	52.7149	67.354	231.222	8.16715	25.2695	25.8536	41.7875	48.812	47.516	30.3101	0	20.9029	80.0751	10.95	46.9164	4.2775	36.762	24.7071	22.5247	14.6344	34.0047	11.5599	2.70182	75.8425	103.781	6.16875	35.9879	42.5204	103.198	35.4212	29.3217	25.8017	44.4982	92.1639	36.7803	41.6766	128.192	16.0727	19.5265	230.86	331.654	340.454	23.547	10.6451	0	208.777	114.208	506.462	88.6794	394.743	74.5124	85.0307	247.413	225.461	107.734	335.659	213.622	21.9106	26.1691	63.7865	7.13789	18.0993	0	0	0	0	0	0	0
Actinomyces massiliensis	5.33733	8.33467	0	5.53556	8.995	5.19294	6.62188	12.9055	5.78722	3.84333	5.80667	10.2484	15.2165	8.99412	10.2435	14.6645	9.92222	0	0	4.995	0	6.0596	14.0763	8.28923	6.52619	14.33	12.1373	10.8679	23.6396	5.35591	6.69263	10.9208	0	29.0878	6.54238	15.0889	0	25.183	20.0378	6.51591	0	0	6.2319	5.37643	0	5.738	0	0	0	0	7.73286	7.78722	5.96	5.365	3.43917	7.69667	12.841	0	0	5.68455	10.9016	7.328	12.6306	6.12571	12.6053	6.4515	5.878	5.599	22.2867	34.6186	86.04	18.7427	3.69769	0	8.69474	0	64.2664	0	0	6.20929	12.1355	0	7.20333	7.76273	11.6819	10.8881	8.45368	0	34.2609	0	16.7055	0	0	0	0	0	0	0	5.59444	0	0	4.41111	0	0	0	0	0	0	0	0	0	0	0	9.89429	18.4541	4.60917	4.75636	0	20.3309	15.746	26.0159	6.17632	5.29647	6.47579	10.7473	12.8764	28.3341	23.0632	21.2532	0	7.0295	17.6323	7.02053	10.7924	0	21.8386	7.66	5.69833	4.10571	11.3833	7.30667	0	50.9135	12.1257	6.31385	32.0943	14.4022	97.2813	10.1384	57.8139	12.2256	15.5095	9.97889	15.2076	61.0283	11.7815	8.98857	4.46909	16.3315	19.0886	20.6947	5.659	0	0	9.74421	7.10056	19.1886	7.65778	46.6425	6.96941	7.22333	9.509	28.0325	6.91118	15.5557	12.9195	0	5.79857	28.9838	3.87333	0	0	0	0	0	0	0	0
Gemella sanguinis	280.299	1132.15	0	127.486	919.921	368.881	1014.98	3133.99	602.756	88.2342	686.556	1556.05	3182.62	1323.67	1657.3	2502.12	907.471	61.1488	15.18	46.07	0	406.571	641.653	509.483	186.728	827.61	414.871	690.254	876.833	88.0237	140.568	479.447	0	1398.75	62	719.239	221.128	1184.65	1158.42	152.46	23.4944	6.46286	90.9838	102.213	7.30667	248.077	0	24.83	23.2131	8.92174	368.718	237.196	97.941	79.6748	53.718	220.866	2967.7	7.18947	0	10.3325	338.348	575.754	571.954	289.027	857.383	274.273	267.533	166.575	1274.33	273.326	547.375	164.993	21.0339	0	34.8774	0	379.308	0	0	6.21792	72.0154	0	15.6491	10.0373	29.1417	52.3323	24.4129	0	304.199	163.342	1279.62	728.36	16.9587	148.844	72.5385	159.556	366.406	129.734	743.099	27.6527	184.456	160.717	294.481	81.6406	150.177	0	108.572	86.6782	528.478	117.695	7.50458	363.819	929.973	574.137	214.34	64.4852	35.4519	17.5362	148.702	1231.99	198.109	107.517	26.6838	332.649	456.876	847.037	111.358	108.33	496.505	0	196.791	883.43	194.644	709.319	0	108.745	358.973	149.72	107.093	354.892	113.979	8.68125	600.522	308.486	43.3348	815.712	503.253	1163	277.35	631.876	220.614	320.314	423.576	389.69	458.139	676.092	99.8186	71.1822	1516.4	1613.67	3058.22	88.8563	28.8928	0	1997.16	333.752	3750.92	472.003	2783.81	556.803	571.345	2390.59	1092.19	352.541	2771.08	1720.18	60.7719	130.446	387.689	11.5493	41.0988	0	0	0	0	0	0	0
Granulicatella adiacens	16.7782	61.2282	0	15.976	118.062	34.3564	62.8682	162.823	57.8691	0	35.5627	100.718	167.715	44.0827	70.4609	254.335	68.2664	0	0	45.5027	0	180.509	347.755	197.031	92.9873	318.115	285.304	242.718	270.777	39.3518	81.7273	291.077	0	521.266	30.5736	247.826	0	518.086	608.965	98.78	0	0	51.95	24.6935	0	37.2606	0	8.07556	8.86231	0	67.5271	47.0763	24.5225	19.2394	15.5362	38.3412	166.712	0	0	0	108.74	110.043	91.1656	56.5694	150.482	50.5917	40.3135	21.4659	152.228	77.8008	219.293	53.7409	18.9453	0	14.81	0	262.761	12.5711	0	7.06786	41.8217	0	15.7908	12.7077	32.3141	22.197	30.2519	0	148.459	53.3544	392.712	208.248	16.8707	50.8067	32.6888	55.4778	127.597	70.9975	193.401	16.0419	70.9363	76.0442	112.153	37.7305	81.9185	0	55.5463	62.9956	181.735	20.386	0	109.766	204.408	92.8712	159.352	19.2995	22.4836	11.0565	182.556	175.948	209.347	74.4848	35.82	114.805	148.38	108.215	93.454	109.16	147.024	0	66.3991	255.049	24.2055	179.816	0	102.801	78.3483	35.0705	27.6133	143.807	16.1708	0	189.571	168.902	13.4709	233.85	328.358	391.284	141.736	170.474	155.709	237.107	57.8178	291.979	186.498	111.632	65.2778	0	15.5971	11.86	25.6629	0	0	0	21.3806	3.363	21.1762	10.7529	23.0524	8.30438	4.06267	18.2581	12.4947	5.47071	22.2841	17.3624	0	3.715	41.5588	0	0	0	0	0	0	0	0	0
